text,Sentiment Score,Analysis
"[teachers, sanjose, commute, hours, california, notoriously, bad, traffic, afford, li]",-1,Negative
,,
"[san, francisco, human, waste, discarded, heroin, needles, rampant, homelessness, rising, crime]",0,Neutral
,,
"[attention, residents, great, state, florida, california, based, metoo, mob, boss, milano, working, overtime]",3,Positive
,,
"[triqui, mujer, cachetea, persona, discapacitada, dici, ndole, yo, tengo, departamentos, tu, tienes, nada, los, hechos, habr, ocurr]",-1,Negative
,,
"[triqui, mujer, cachetea, persona, discapacitada, dici, ndole, yo, tengo, departamentos, tu, tienes, nada, los, hechos, habr, ocurr]",-1,Negative
,,
"[tunnel, rail, system, found, mexico, california, border]",1,Positive
,,
"[voter, fraud, real, internal, audit, california, department, motor, vehicles, released, monday, shows, 1, 5]",1,Positive
,,
"[seemingly, archaic, design, electoralcollege, system, deep, dive, l]",0,Neutral
,,
"[keep, eye, california, voter, fraud, mid, terms, illegal, non, citizens, law, leg]",1,Positive
,,
"[john, cox, actually, shot, win, governor, california, supposedly, within, 6, points, polls, polls]",1,Positive
,,
"[election, 2018, look, propositions, appearing, california, ballot, november, https]",1,Positive
,,
"[northern, central, southern, california]",0,Neutral
,,
"[world, elon, musk, space, x, rocket, leaves, atmosphere, spectacular, flash, california, skyline, ht]",1,Positive
,,
"[kent, 10, days, remaining, big, party, orange, county, california, ca, want, miss, meet]",6,Positive
,,
"[judge, rules, ncaa, show, cause, penalty, violates, california, law]",0,Neutral
,,
"[til, next, time, la, los, angeles, california]",1,Positive
,,
"[california, resources, corp, crc, expected, post, quarterly, sales, 681, 45, million]",1,Positive
,,
"[taking, candidate, hat, good, job, series, putting, back, sha]",2,Positive
,,
"[shocking, watch, happened, asked, bus, stop, full, ca, students, vote, key, midterm, distric]",4,Positive
,,
"[texas, today, last, day, register, vote, get, let, keep, texas, red, hear, onl]",3,Positive
,,
"[gente, del, futuro, una, disquera, en, california, firm, un, ep, acelero, qui, n, guste, escuchar, un, pobre, iluso, haciendo]",0,Neutral
,,
"[john, cox, actually, shot, win, governor, california, supposedly, within, 6, points, polls, polls]",1,Positive
,,
"[tunnel, rail, system, found, mexico, california, border, los, angeles, times]",0,Neutral
,,
"[triqui, mujer, cachetea, persona, discapacitada, dici, ndole, yo, tengo, departamentos, tu, tienes, nada, los, hechos, habr, ocurr]",-1,Negative
,,
"[congrats, california, bouncers]",1,Positive
,,
"[shocking, watch, happened, asked, bus, stop, full, ca, students, vote, key, midterm, distric]",4,Positive
,,
"[triqui, mujer, cachetea, persona, discapacitada, dici, ndole, yo, tengo, departamentos, tu, tienes, nada, los, hechos, habr, ocurr]",-1,Negative
,,
"[central, california, needs, rise]",0,Neutral
,,
"[la, mejor, afici, n, fue, el, recibimiento, de, la, afici, n, en, california, al, equipo]",0,Neutral
,,
"[triqui, mujer, cachetea, persona, discapacitada, dici, ndole, yo, tengo, departamentos, tu, tienes, nada, los, hechos, habr, ocurr]",-1,Negative
,,
"[report, great, idea, california]",2,Positive
,,
"[hey, taylor, tennessee, move, away, country, scene, new, york, ca]",2,Positive
,,
"[triqui, mujer, cachetea, persona, discapacitada, dici, ndole, yo, tengo, departamentos, tu, tienes, nada, los, hechos, habr, ocurr]",-1,Negative
,,
"[yep, let, see, mr, authortative, minority, survive, without, california, new, york, tax, dollar]",4,Positive
,,
"[triqui, mujer, cachetea, persona, discapacitada, dici, ndole, yo, tengo, departamentos, tu, tienes, nada, los, hechos, habr, ocurr]",-1,Negative
,,
"[dire, warnings, set, climate, change, future, rep, rohrabacher, trump, admin, odds]",0,Neutral
,,
[],0,Neutral
,,
"[trump, california, headed, toward, collision, election, nov, correct, lefts, leadership, failures, newcaliforni]",0,Neutral
,,
"[john, cox, actually, shot, win, governor, california, supposedly, within, 6, points, polls, polls]",1,Positive
,,
"[50, things, baja, california, travel, baja, mexico, baja, bus]",1,Positive
,,
"[road, trip, california, looking, scenery, trying, fortnite, android, much, via]",2,Positive
,,
"[non, citizens, im, pretty, sure, meant, illegal, unraveling, cover, california, dmv, admits, 100s, n]",2,Positive
,,
"[know, better, would, though, california]",2,Positive
,,
"[tunnel, rail, system, found, mexico, california, border]",1,Positive
,,
"[way, go, california, dmv, doh, wrongly, registering, 1500, vote, including, non, citizens, safeguards, set, dmv, system]",1,Positive
,,
"[triqui, mujer, cachetea, persona, discapacitada, dici, ndole, yo, tengo, departamentos, tu, tienes, nada, los, hechos, habr, ocurr]",-1,Negative
,,
"[dire, warnings, set, climate, change, future, rep, rohrabacher, trump, admin, odds]",0,Neutral
,,
"[report, california, holding, 9, 3, billion, unclaimed, cash]",0,Neutral
,,
"[mean, guy, grow, los, angeles, california, technically, laker, fan, guess, kobe, bryant, h]",3,Positive
,,
"[hotel, california, reviews, h, 3, 14, 76, lovely, place, glenn, f, 5, 23, 76, lovely]",2,Positive
,,
"[space, daily, nasa, says, southern, california, mexico, fault, lines, connected, nasa, says, southern, california]",2,Positive
,,
"[alejandro, ponce, jefe, de, investigaci, n, de, world, justice, project, evidenci, guerrero, baja]",2,Positive
,,
"[triqui, mujer, cachetea, persona, discapacitada, dici, ndole, yo, tengo, departamentos, tu, tienes, nada, los, hechos, habr, ocurr]",-1,Negative
,,
"[oil, companies, california, selling, toxic, wastewater, growers, irrigate, crops, kids, eating, carrots, nuts]",2,Positive
,,
"[voter, fraud, real, internal, audit, california, department, motor, vehicles, released, monday, shows, 1, 5]",1,Positive
,,
"[isaiah, rutherford, rutherford, announce, decision, 2019, california, cb, knows, soon]",1,Positive
,,
"[long, take, blue, states, like, hawaii, california]",0,Neutral
,,
"[george, soros, guilty, seditious, conspiracy, united, states]",0,Neutral
,,
"[pearl, like, policy, giving, companies, bigger, tax, breaks, investing, overseas, investing, united, sta]",0,Neutral
,,
"[nikki, haley, pulled, united, states, u, n, human, rights, council, stood, brown, babies, look, lik]",2,Positive
,,
"[safe, say, without, donald, trump, country, would, gone, right, republican, politician, would, able]",0,Neutral
,,
"[muellertime, going, people, think, think, fools, got, angry, kavanaugh, time, lock]",5,Positive
,,
"[remember, nikki, haley, enabled, man, mocked, sexual, assault, victim, referred, white, supremacists, fin]",2,Positive
,,
"[say, indictment, spicy, says, superseding, indictment, united, states, countries, romania, canada, croatia, lat]",0,Neutral
,,
"[hatch, unfortunate, see, ambassador, nikki, haley, leave, administration, giving, united, states, powerfu]",0,Neutral
,,
"[blessed, citizens, formally, known, united, states]",0,Neutral
,,
"[many, girls, risk, barbaric, procedure, united, states, via]",1,Positive
,,
"[kind, health, care, law, united, states]",1,Positive
,,
"[nikki, haley, pulled, united, states, u, n, human, rights, council, stood, brown, babies, look, lik]",2,Positive
,,
"[smart, speaker, adoption, continues, climb, gt, gt, via, gt, gt, ai, iot, smarth]",0,Neutral
,,
"[palmdale, sheriffs, station, excited, announce, 3rd, annual, trunk, treat, car, show, antelopevalley, unit]",3,Positive
,,
"[clinton, foundation, witness, removal, protection, united, states, department, justice]",0,Neutral
,,
"[little, finger, clintons, obamas, cheated, destroyed, lives, attempted, turn, america, upside, othe]",2,Positive
,,
"[elizabeth, blackwell, first, woman, receive, medical, degree, united, states, first, woman, medic]",0,Neutral
,,
"[really, consider, president, mrs, mubarak, friends, family, hope, see, often, egypt]",4,Positive
,,
"[president, united, states, troll, conspiracy, theorist, birther, pathalogical, liar, https]",-1,Negative
,,
"[kind, health, care, law, united, states]",1,Positive
,,
"[catholic, church, killing, past, 50, years, fighting, way]",2,Positive
,,
"[ladies, gentlemen, please, welcome, back, deployment, major, douglass, rauschelbach, united, states, marine, corps, th]",2,Positive
,,
"[delighted, able, endorse, new, york, assembly, year, election, gotten, involved]",2,Positive
,,
"[president, united, states, troll, conspiracy, theorist, birther, pathalogical, liar, https]",-1,Negative
,,
"[safe, say, without, donald, trump, country, would, gone, right, republican, politician, would, able]",0,Neutral
,,
"[note, steven, seagal, russian, citizen, appointed, russian, special, envoy, united, states, president, putin]",0,Neutral
,,
"[little, finger, clintons, obamas, cheated, destroyed, lives, attempted, turn, america, upside, othe]",2,Positive
,,
"[george, soros, guilty, seditious, conspiracy, united, states]",0,Neutral
,,
"[un, ambassador, nikki, haley, look, happened, 2, years, united, states, respected, h]",2,Positive
,,
"[hubby, opened, smoke, shop, hialeah, gardens, show, love, instagram, pass]",2,Positive
,,
"[entire, life, never, hated, president, united, states, like, hate, motha, fucker, mean, asshole, presiden]",-2,Negative
,,
"[president, united, states, troll, conspiracy, theorist, birther, pathalogical, liar, https]",-1,Negative
,,
"[ambassador, done, outstanding, job, united, states, ambassador, united, nations, showed, leve]",2,Positive
,,
"[hey, racist, ambassador, haley, un, represent, south, asian, women, represent]",1,Positive
,,
"[country, located, south, united, states, mexico]",0,Neutral
,,
"[president, united, states, troll, conspiracy, theorist, birther, pathalogical, liar, https]",-1,Negative
,,
"[tomfitton, know, want, georgesoros, anywhere, near]",2,Positive
,,
"[appreciation, united, states, great, grateful, patriots, needed]",2,Positive
,,
"[ambassador, done, outstanding, job, united, states, ambassador, united, nations, showed, leve]",2,Positive
,,
"[little, finger, clintons, obamas, cheated, destroyed, lives, attempted, turn, america, upside, othe]",2,Positive
,,
"[thanks, nothing, terrible, job, allowed, united, states, literally, laughed]",0,Neutral
,,
"[ambassador, done, outstanding, job, united, states, ambassador, united, nations, showed, leve]",2,Positive
,,
"[united, states, parts, canada, around, world, seeing, disturbing, rise, hate, racism, anti, semi]",0,Neutral
,,
"[today, president, united, states, said, women, assaulted, sexual, predators, like, kavanaugh]",-1,Negative
,,
"[ambassador, done, outstanding, job, united, states, ambassador, united, nations, showed, leve]",2,Positive
,,
"[joke, new, study, calls, sanfrancisco, h, thole, capital, united, states]",2,Positive
,,
"[ambassador, done, outstanding, job, united, states, ambassador, united, nations, showed, leve]",2,Positive
,,
"[nikki, haley, pulled, united, states, u, n, human, rights, council, stood, brown, babies, look, lik]",2,Positive
,,
"[girl, super, proud, everyone, via, runs, president, united, states, hammond4]",1,Positive
,,
"[george, soros, guilty, seditious, conspiracy, united, states]",0,Neutral
,,
"[donald, trump, accused, sexual, assault, became, president, united, states, brett, kavanagh, accused, sexual]",0,Neutral
,,
"[united, states, america]",0,Neutral
,,
"[ambassador, done, outstanding, job, united, states, ambassador, united, nations, showed, leve]",2,Positive
,,
"[19, president, united, states, center, criminal, conspiracy, kremlin, let]",1,Positive
,,
"[little, finger, clintons, obamas, cheated, destroyed, lives, attempted, turn, america, upside, othe]",2,Positive
,,
"[honored, receive, endorsement, race, united, states, senate, tennessee, next, senator, al]",2,Positive
,,
"[proud, senate, confirming, brett, michael, kavanaugh, associate, justice, supreme, court, uni]",0,Neutral
,,
"[thank, outstanding, service, country, state, south, carolina, united, states]",1,Positive
,,
"[either, america, destroy, ignorance, ignorance, destroy, united, states, w, e, b, du, bois, 1906]",0,Neutral
,,
"[ambassador, done, outstanding, job, united, states, ambassador, united, nations, showed, leve]",2,Positive
,,
"[president, united, states, troll, conspiracy, theorist, birther, pathalogical, liar, https]",-1,Negative
,,
"[nikki, haley, pulled, united, states, u, n, human, rights, council, stood, brown, babies, look, lik]",2,Positive
,,
"[little, finger, clintons, obamas, cheated, destroyed, lives, attempted, turn, america, upside, othe]",2,Positive
,,
"[something, utterly, disgusting, president, united, states, referring, protestors, paid, sex]",-1,Negative
,,
"[analysis, white, house, wishful, thinking, iran, north, korea, trump, top, foreign]",3,Positive
,,
"[imagine, mocked, sexual, assault, fucking, president, united, states]",-1,Negative
,,
"[please, tell, whole, story, stolen, home, back]",3,Positive
,,
"[thank, outstanding, service, country, state, south, carolina, united, states]",1,Positive
,,
"[united, states, needs, news, network, chase, potus, need, news, network, focuses, thing]",1,Positive
,,
"[united, states, smash, voter, registration, button, today, last, day, register, az, ar, fl, ga, ky, la, mi]",-2,Negative
,,
"[nikki, haley, pulled, united, states, u, n, human, rights, council, protect, trump, ass]",0,Neutral
,,
"[florida, braces, monstrous, hurricanemichael, expected, make, landfall, wednesday, us, time]",2,Positive
,,
"[1, 6, magnitude, earthquake, 59, km, healy, ak, united, states]",0,Neutral
,,
"[un, ambassador, nikki, haley, look, happened, 2, years, united, states, respected, h]",2,Positive
,,
"[late, participate, china, town, hall, today, choose, one, 100, venues, across, united, states, join, n]",0,Neutral
,,
"[addressing, supporters, iowa, truly, historic, week, america, yesterday, white, house, proud]",2,Positive
,,
"[would, like, personally, thank, creepy, porn, lawyer, helping, us, send, brett, kavanaugh, su]",2,Positive
,,
"[nikki, haley, pulled, united, states, u, n, human, rights, council, protect, trump, ass]",0,Neutral
,,
"[safe, say, without, donald, trump, country, would, gone, right, republican, politician, would, able]",0,Neutral
,,
"[piece, shit, president, united, states]",0,Neutral
,,
"[weekly, tracking, poll, president, united, states, america, would, rate, president, trump, performance, th]",0,Neutral
,,
"[jungkooktrends, jungkook, also, trending, united, states, 1, united, kingdom, 2, canada, 1, peru, 2]",0,Neutral
,,
"[ambassador, done, outstanding, job, united, states, ambassador, united, nations, showed, leve]",2,Positive
,,
"[welcome, united, states, cake, want, see, near, click]",3,Positive
,,
"[note, steven, seagal, russian, citizen, appointed, russian, special, envoy, united, states, p]",0,Neutral
,,
"[tomfitton, know, want, georgesoros, anywhere, near]",2,Positive
,,
"[jfc, would, side, splitting, funny, stuff, actual, president, united, states]",0,Neutral
,,
"[many, girls, risk, barbaric, procedure, united, states, via]",1,Positive
,,
"[united, states, way, red, must, prevail]",1,Positive
,,
"[world, largest, economies, 2030, 1, china, 2, united, states, 3, india, 4, japan, 5, indonesia, 6, russia, 7, germa]",1,Positive
,,
"[nikki, haley, pulled, united, states, u, n, human, rights, council, stood, brown, babies, look, lik]",2,Positive
,,
"[ambassador, done, outstanding, job, united, states, ambassador, united, nations, showed, leve]",2,Positive
,,
"[nikki, haley, pulled, united, states, u, n, human, rights, council, stood, brown, babies, look, lik]",2,Positive
,,
"[politike, humiliating, following, law, united, states]",1,Positive
,,
"[entire, life, never, hated, president, united, states, like, hate, motha, fucker, mean, asshole, presiden]",-2,Negative
,,
"[world, largest, economies, 2030, 1, china, 2, united, states, 3, india, 4, japan, 5, indonesia, 6, russia, 7, germa]",1,Positive
,,
"[entire, life, never, hated, president, united, states, like, hate, motha, fucker, mean, asshole, presiden]",-2,Negative
,,
"[republicans, purging, hundreds, thousands, voters, florida, texas, still, voting, mac]",0,Neutral
,,
"[entire, life, never, hated, president, united, states, like, hate, motha, fucker, mean, asshole, presiden]",-2,Negative
,,
"[map, reveals, snapshot, today, imprint, 250, years, migration, conflict, prosperity]",1,Positive
,,
"[amazon, canada, transcend, 64, gb, ultimate, mlc, class, 10, uhs1, sd, card, ts64gsdxc10u1, 90, 40, mb]",1,Positive
,,
"[canada, post, canada, post, free, shipping, tuesdays, nov, 6]",3,Positive
,,
"[taylor, swift, v, kanye, west, history, feud]",0,Neutral
,,
"[pretty, strong, words, canada, us, relationship, jean, chr, tien, calls, donald, trump, fanatical]",2,Positive
,,
"[sommet, de, l, oif, le, canada, et, le, qu, bec, l, chent, micha, lle, jean]",0,Neutral
,,
"[voting, alert, midterm, elections, nov, first, time, voter, vote, non, voter, vote, busy, day]",3,Positive
,,
"[skincare, brand, deciem, shuts, stores, following, online, post, founder]",2,Positive
,,
"[state, field, article, adult, literacy, canada]",0,Neutral
,,
"[voting, alert, midterm, elections, nov, first, time, voter, vote, non, voter, vote, busy, day]",3,Positive
,,
"[love, short, films, scheduled, assortment, fun, interesting, downright, quirky, sho]",4,Positive
,,
"[gas, pipeline, explosion, british, columbia, canada, north, prince, george]",0,Neutral
,,
"[repost, readers, follwme, laborday, bookblast, salon, africanamerican, bookclubs, paperback, bo]",0,Neutral
,,
"[air, canada, bans, employee, cannabis, use, cannabiscanada, aircanada]",1,Positive
,,
"[say, indictment, spicy, says, superseding, indictment, united, states, countries, romania, canada, croatia, lat]",0,Neutral
,,
"[bts, canada, whole, week, without, drama, problematic, individuals, peace, quiet, time]",3,Positive
,,
"[evacuations, underway, near, prince, george, b, c, reports, gas, line, explosion, shared, v]",0,Neutral
,,
"[wait, wtf, go, canada]",0,Neutral
,,
"[urges, government, change, approach, brexit, negotiations, seek, canada, deal]",0,Neutral
,,
"[canada, exception, state, early, clip, longtime, reform, p]",1,Positive
,,
"[also, taught, various, universities, canada, amp, uk]",0,Neutral
,,
"[real, reason, doug, ford, jason, kenney, anti, carbon, tax, crusade]",1,Positive
,,
"[works, canada]",-1,Negative
,,
"[monumental, week, president, historic, trade, deal, mexico, amp, canada, booming, economy, lowest, unemplo]",1,Positive
,,
"[donald, damn, wrong, pry, go, somewhere, europe, canada]",-3,Negative
,,
"[whoa, evacuations, underway, near, prince, george, b, c, reports, gas, line, explosion]",0,Neutral
,,
"[humans, go, extinct, due, extreme, stupidity, species, u, think, gonna, top, next, bet, canada, gees]",3,Positive
,,
"[canadians, afraid, foreign, influence, need, guard, double, check, info, see, online, says, th]",4,Positive
,,
"[ok, fine, admit, us, fine, done, number, good, things, crime, reduction, past, 3, 4, yea]",6,Positive
,,
"[star, 938, ze]",1,Positive
,,
"[join, us, nov, 6, exclusive, insights, canada, emerging, cannabis, industry, teamed, f]",1,Positive
,,
"[canada, actually, yes, great]",3,Positive
,,
"[let, pretend, 1948, ww2, ended, found, aiding, nazis, guarantee, canada]",2,Positive
,,
"[geese, pond, canada, geese, float, pond, springtime, view, bird, photography]",0,Neutral
,,
"[new, book, humboldt, broncos, crash, released, families, wishes]",2,Positive
,,
"[johnston, canyon, banff, national, park, alberta, alberta, canada, nikon, 500pxrtg, photograghy, nature]",1,Positive
,,
"[problem, news, outlets, bias]",0,Neutral
,,
"[ship, canada]",0,Neutral
,,
"[envi, un, mensaje, jes, seade, nuestro, negociador, en, el, asunto, del, tratado, con, estados, unidos, canad, sostiene, que, e]",0,Neutral
,,
"[hot, debate, canada, right]",2,Positive
,,
"[hope, andrew, take, fight, gt, seems, increasingly, expounded]",0,Neutral
,,
"[english, awesome, love, mean, canada, supposed, speak, moose]",1,Positive
,,
"[perfect, reflections, jasper, alberta, canada]",1,Positive
,,
"[packed, house, surrey, mayoral, debate, live, radio, one, cbc, radio, app]",2,Positive
,,
"[canada, would, cut, emissions, almost, half, next, 12, years, meet, stiffer, new, targets, according]",2,Positive
,,
"[please, share, call, participants, embarking, canada, wide, analysis, unique, challenges, vi]",4,Positive
,,
"[robbins, salomon, donate, 1, every, hashtag, timetoplog, october, 14th, great, trail, coast, coast, trail]",1,Positive
,,
"[eglinton, st, w, toronto, ontario, canada]",0,Neutral
,,
"[lmao, really, hate, la, much, think, understand, leave, like, come, back]",1,Positive
,,
"[sharia, toronto, amp, tried, attend, hamas, linked, icna, amp, isna, event, canada, featuring, siraj, wahhaj]",0,Neutral
,,
"[canada, nice, folks, contacted, officer, steve, jones, pleasant, f]",2,Positive
,,
"[perspective, ghg, emission, increases, decreases, 2017, country, canada, 3, 4, brazil, 1, 3, russia, 1, 3]",0,Neutral
,,
"[black, youth, ice, hockey, program, recruiting, participants, 2018, 2019, season, program, open, 5, 10]",-1,Negative
,,
"[many, democrats, today, cite, socialized, programs, uk, amp, canada, model, us, point, sever]",1,Positive
,,
"[nikki, haley, may, limited, damage, trump, ambassador, world, confidence, us, leadership, fell]",1,Positive
,,
"[every, street, winnipeg, manitoba, canada]",0,Neutral
,,
"[oshawa, canada]",0,Neutral
,,
"[habr, un, grupo, de, mexicanos, protegidos, por, canad, eeuu, el, tlc, que, ganar, n, al, menos, 19, dlls, por, hora, los, empleados, de, la]",0,Neutral
,,
"[put, much, pressure, canada, especially, given, current, state, neighbours, may, us, sa]",1,Positive
,,
"[esricanadauc, toronto, veterans, quick, reminder, south, building, year, congress, ce]",1,Positive
,,
"[alberta, chapter, president, tyson, hunt, told, cbc, news, soldiers, odin, informed, ucp, one, week, advance, inten]",2,Positive
,,
"[monumental, week, president, historic, trade, deal, mexico, amp, canada, booming, economy, lowest, unemplo]",1,Positive
,,
"[robert, lightizer, trump, trade, chief, dinner, chrystia, freeland, house, toronto, tonight, usmca, negotiations, may]",1,Positive
,,
"[canada, hired, jumbotron, truck, expose, linda, muslims, public, event, hosted, toron]",-1,Negative
,,
"[latest, case, ontario, court, appeal, wang, v, canada, 2018, onca, 798, c63889, oca, decides, habeas, corpus, availa]",0,Neutral
,,
"[english, awesome, love, mean, canada, supposed, speak, moose]",1,Positive
,,
"[canada, hired, jumbotron, truck, expose, linda, muslims, public, event, hosted, toron]",-1,Negative
,,
"[looked, em, suspect, data, date, canada, us, probably]",1,Positive
,,
"[canada, hired, jumbotron, truck, expose, linda, muslims, public, event, hosted, toron]",-1,Negative
,,
"[j, v, rios, dias, seguidos, q, eu, tendo, mem, rias, muito, fortes, canad, fico, vendo, fotos, lendo, conversas, e, lemb]",0,Neutral
,,
"[represented, female, physicians, medical, leadership, canada, thought, leader, docs, discusse]",2,Positive
,,
"[assisted, suicide, amp, euthanasia, legalized, canada, 2016, organized, effort, legalize, practices]",0,Neutral
,,
"[us, votes, blue, amp, start, returning, sanity, canada, amp, uk, probably, follow, election, affects, us, al]",1,Positive
,,
"[never, sm, ent, hates, canada]",-2,Negative
,,
"[3, months, nalang, natitira, sa, 2018, pero, wala, ka, paring, ipon]",0,Neutral
,,
"[trudeau, government, even, stop, traitorous, terrorists, returning, canada, hell, paying]",0,Neutral
,,
"[uwo, canada, party, school]",2,Positive
,,
"[haleigh, going, go, denny, canada]",-1,Negative
,,
"[interim, sexed, curriculum, introduced, ontariopc, govt, discriminates, students, amp, puts, greater, risk, sex]",-1,Negative
,,
"[de, 20, mil, r, cord, de, estudiantes, mexicanos, en, canad, class, education]",1,Positive
,,
"[explaining, christians, jews, banned, free, public, event]",-1,Negative
,,
"[si, tous, les, qu, b, cois, refusaient, de, suivre, la, constitution, du, canada, comme, ces, femmes, voil, es, qui, refusent, de, suivre, nos, lois]",0,Neutral
,,
"[ontario, chose, allow, poisoning, 2, northern, first, nations, environmental, watchdog, says, report, cbc, news]",1,Positive
,,
"[pretty, much, funny, thing, vancouver, canadian, city, get, nba, te]",4,Positive
,,
"[voting, alert, midterm, elections, nov, first, time, voter, vote, non, voter, vote, busy, day]",3,Positive
,,
"[ontario, canada]",0,Neutral
,,
"[maraming, salamat, mga, kapatid, sa, toronto, hope, enjoyed, sa, turkey, ball, ng, filipino, basketball, league, canada]",2,Positive
,,
"[english, awesome, love, mean, canada, supposed, speak, moose]",1,Positive
,,
"[hurricane, michael, monstrous, storm, strengthens, category, three]",0,Neutral
,,
"[united, states, parts, canada, around, world, seeing, disturbing, rise, hate, racism, anti, semi]",0,Neutral
,,
"[aboriginal, women, live, country, hostile, existence, bradley, barton, canadian, court, sho]",1,Positive
,,
"[la, onu, la, ue, eeuu, espa, francia, reino, unido, argentina, canad, chile, colombia, costa, rica, guatemala, honduras, xi]",0,Neutral
,,
"[showing, astarisborn, canada, crashed, rats, running, around, theatre, moviegoer, however, told, cbc, news]",1,Positive
,,
"[envi, un, mensaje, jes, seade, nuestro, negociador, en, el, asunto, del, tratado, con, estados, unidos, canad, sostiene, que, e]",0,Neutral
,,
"[son, graduated, one, canada, top, business, schools, w, rly, good, grades, using, knowledge]",0,Neutral
,,
"[syria, one, anti, semitic, countries, world, endemically, via, government, propaganda, justin, trud]",1,Positive
,,
"[america, ambassador, un, nikki, haley, senior, trump, cabinet, member, resigned, unexpectedly, us, media, report, https]",-1,Negative
,,
"[yesterday, canada, heavy, oil, traded, us, 28, 28, per, barrel, wti, us, 73, 78, contrast, colombian, heavy, oil]",0,Neutral
,,
"[showing, astarisborn, canada, crashed, rats, running, around, theatre, moviegoer, however, told, cbc, news]",1,Positive
,,
"[join, us, nov, 6, exclusive, insights, canada, emerging, cannabis, industry, teamed, f]",1,Positive
,,
"[cap, canadian, prime, minister, special, place, heart, terrorists, child, killers, perve]",1,Positive
,,
"[japan, film, night, complicity]",1,Positive
,,
"[toronto, area, public, event, muslims, jews, christians, barred, column]",-1,Negative
,,
"[toronto, vs, dallas, game, fun]",2,Positive
,,
"[b, c, needs, 100, ton, carbon, tax, doomed, horgan, waiting, cooking, h]",0,Neutral
,,
"[toronto, es, un, discurso, feminista, hecho, serie, da, verg, enza, ajena]",0,Neutral
,,
"[downfall, toronto, fc, happen]",0,Neutral
,,
"[toronto, police, personal, injury, collision, 43, 2018, queensway, near, ellis, avenue, update, fatal, collision]",0,Neutral
,,
"[public, area, toronto, transformed, muslims, area, hosting, terrorist, siraj, wahaj, amp, islamist, linda, sar]",-1,Negative
,,
"[nian, hockey, fun]",1,Positive
,,
"[hearing, mayoral, candidates, councillor, wannabes]",0,Neutral
,,
"[weather, mix, sun, cloud, 40, per, cent, chance, showers, risk, thunderstorm, toronto, see, high, 27, c]",2,Positive
,,
"[je, souviens, que, l, dernier, en, plus, avoir, un, 11, partanr, extraordinaire, toronto, pr, te]",0,Neutral
,,
"[mayor, toronto, got, loomered, time, letfaithdebate, faithfortoronto, faithformayor]",2,Positive
,,
"[ladies, horror, fiction, podcast, live, available, download, sure, subscribe, share, news, lohfpod, l]",3,Positive
,,
"[robbins, salomon, donate, 1, every, hashtag, timetoplog, october, 14th, great, trail, coast, coast, trail]",1,Positive
,,
"[eglinton, st, w, toronto, ontario, canada]",0,Neutral
,,
"[visited, beautiful, akshardham, temple, jill, like, baps, mandir, toronto]",1,Positive
,,
"[sharia, toronto, amp, tried, attend, hamas, linked, icna, amp, isna, event, canada, featuring, siraj, wahhaj]",0,Neutral
,,
"[offence, outstanding, know, early, little, worried, defence, go]",1,Positive
,,
"[perguntaram, para, os, meninos, qual, foi, coisa, mais, louca, que, um, f, j, tinha, feito, por, eles, e, mark, citou, projeto, de, aniver]",0,Neutral
,,
"[esricanadauc, toronto, veterans, quick, reminder, south, building, year, congress, ce]",1,Positive
,,
"[robert, lightizer, trump, trade, chief, dinner, chrystia, freeland, house, toronto, tonight, usmca, negotiations, may]",1,Positive
,,
"[canada, hired, jumbotron, truck, expose, linda, muslims, public, event, hosted, toron]",-1,Negative
,,
"[public, area, toronto, transformed, muslims, area, hosting, terrorist, siraj, wahaj, amp, islamist, linda, sar]",-1,Negative
,,
"[canada, hired, jumbotron, truck, expose, linda, muslims, public, event, hosted, toron]",-1,Negative
,,
"[full, story, jordan, hunt, arrested, allegedly, kicking, woman, anti, abortion, rally, toronto, police, say, link]",0,Neutral
,,
"[canada, hired, jumbotron, truck, expose, linda, muslims, public, event, hosted, toron]",-1,Negative
,,
"[backstage, weday, toronto, talks, starting, youtuber, taking, music, career, new, heights]",2,Positive
,,
"[watch, another, toronto, mayoral, debate, littered, people, behind, polls, live, faithg]",3,Positive
,,
"[recognize, racialization, individuals, racism, discrimination, amp, gender, age, income, disparity, amp, ableism, e]",-1,Negative
,,
"[tactician, strategist, presentation, w, nov, 7, learn]",1,Positive
,,
"[enemy, truth, toronto, star, runs, appalling, column, accusing, doug, ford, social, murder, says, policies]",1,Positive
,,
"[maraming, salamat, mga, kapatid, sa, toronto, hope, enjoyed, sa, turkey, ball, ng, filipino, basketball, league, canada]",2,Positive
,,
"[catch, screenings, back, future, cinesphere, month, toronto]",1,Positive
,,
"[live, ottawa, tor, dal, game, blocked, pretty, sure, live]",5,Positive
,,
"[effffffffffffing, flight, delayed, brilliant, travelling, london, heathrow, toronto, pearson, international, airport, http]",0,Neutral
,,
"[toronto, canada, migranci, przebywajacy, w, hotelu, zabili, kozy, w, publicznych, lazienkach, inni, goscie, hotelowi, skarza, sie, na]",0,Neutral
,,
"[arterberry, witnessed, j, cole, toronto, show, last, night, speak, pain, amp, difficulty, face, dealing, trauma, amp, ou]",2,Positive
,,
"[posted, photo, toronto, ontario]",-2,Negative
,,
"[opening, homie, winner, nov, 18th, gonna, folk, soul, sh, g]",1,Positive
,,
"[mosques, toronto, asked, leave, shia, apartment, buildi]",0,Neutral
,,
